"Pclass","SibSp","Parch","Survived","Sex","Age","Fare","Embarked","Price","FamilySize","Child","AgeInterval"
"3",2,0,"0","male",28,7.925,"S",7.925,3,"0","3"
"3",2,0,"1","male",32,23.25,"Q",11.625,3,"0","3"
"3",2,0,"0","male",16,18,"S",9,3,"0","2"
"3",2,0,"0","male",41,14.1083,"S",14.1083,3,"0","4"
"3",2,0,"0","male",24,24.15,"S",12.075,3,"0","3"
"3",2,0,"0","male",37,7.925,"S",7.925,3,"0","3"
"3",2,0,"1","female",34,23.25,"Q",11.625,3,"0","3"
"3",2,0,"0","male",26,8.6625,"S",8.6625,3,"0","3"
"3",2,1,"1","female",5,19.2583,"C",4.814575,4,"1","1"
"3",2,1,"1","female",0.75,19.2583,"C",4.814575,4,"1","1"
"3",2,1,"1","female",0.75,19.2583,"C",4.814575,4,"1","1"
"3",2,2,"0","female",21,34.375,"S",8.59375,5,"0","3"
"3",2,2,"0","female",9,34.375,"S",8.59375,5,"0","1"
"3",3,0,"1","female",33,15.85,"S",7.925,4,"0","3"
"3",3,1,"0","female",18,25.4667,"S",6.366675,5,"0","3"
"3",3,1,"0","male",2,21.075,"S",5.26875,5,"1","1"
"3",3,1,"0","female",47,25.4667,"S",6.366675,5,"0","4"
"3",3,1,"0","male",16,25.4667,"S",6.366675,5,"0","2"
"3",3,1,"0","female",24,25.4667,"S",6.366675,5,"0","3"
"3",3,1,"0","female",8,21.075,"S",5.26875,5,"1","1"
"3",3,1,"0","female",3,21.075,"S",5.26875,5,"1","1"
"3",3,2,"0","female",9,27.9,"S",4.65,6,"0","1"
"3",3,2,"0","female",2,27.9,"S",4.65,6,"1","1"
"3",3,2,"0","male",10,27.9,"S",4.65,6,"0","1"
"3",3,2,"0","male",4,27.9,"S",4.65,6,"1","1"
"3",4,1,"0","male",4,29.125,"Q",5.825,6,"1","1"
"3",4,1,"0","male",2,39.6875,"S",6.61458333333333,6,"1","1"
"3",4,1,"0","male",7,29.125,"Q",5.825,6,"1","1"
"3",4,1,"0","male",7,39.6875,"S",6.61458333333333,6,"1","1"
"3",4,1,"0","male",2,29.125,"Q",5.825,6,"1","1"
"3",4,1,"0","male",14,39.6875,"S",6.61458333333333,6,"0","2"
"3",4,1,"0","male",16,39.6875,"S",6.61458333333333,6,"0","2"
"3",4,1,"0","male",8,29.125,"Q",5.825,6,"1","1"
"3",4,1,"0","male",1,39.6875,"S",6.61458333333333,6,"1","1"
"3",4,2,"1","male",3,31.3875,"S",7.846875,7,"1","1"
"3",4,2,"1","female",5,31.3875,"S",7.846875,7,"1","1"
"3",4,2,"0","female",2,31.275,"S",4.46785714285714,7,"1","1"
"3",4,2,"1","female",17,7.925,"S",7.925,7,"0","2"
"3",4,2,"0","male",4,31.275,"S",4.46785714285714,7,"1","1"
"3",4,2,"0","female",11,31.275,"S",4.46785714285714,7,"0","1"
"3",4,2,"0","female",9,31.275,"S",4.46785714285714,7,"0","1"
"3",4,2,"0","male",9,31.3875,"S",7.846875,7,"0","1"
"3",4,2,"0","female",6,31.275,"S",4.46785714285714,7,"1","1"
"3",5,2,"0","male",9,46.9,"S",7.81666666666667,8,"0","1"
"3",5,2,"0","male",1,46.9,"S",7.81666666666667,8,"1","1"
"3",5,2,"0","male",14,46.9,"S",7.81666666666667,8,"0","2"
"3",5,2,"0","male",11,46.9,"S",7.81666666666667,8,"0","1"
"3",5,2,"0","female",16,46.9,"S",7.81666666666667,8,"0","2"
"3",8,2,"0","male",9,69.55,"S",9.93571428571429,11,"0","1"
"3",8,2,"0","female",16,69.55,"S",9.93571428571429,11,"0","2"
"3",8,2,"0","male",18,69.55,"S",9.93571428571429,11,"0","3"
"3",8,2,"0","female",16,69.55,"S",9.93571428571429,11,"0","2"
"3",8,2,"0","male",23,69.55,"S",9.93571428571429,11,"0","3"
"3",8,2,"0","male",17,69.55,"S",9.93571428571429,11,"0","2"
"3",8,2,"0","female",63,69.55,"S",9.93571428571429,11,"0","5"
